Open,High,Low,Close,Volume,Dividends,Stock Splits,MA5,MA20,MA60,MA240,DIF,MACD,RSI,ATR,ADX,Bollinger_Upper,Bollinger_Lower,%K,%D
38.149776277193986,38.692190157912385,35.799316127414265,36.01628112792969,2350800,0.0,0.0,,,,,0.0,0.0,,,,,,,
36.15368897477122,36.16091994486212,34.859127378618936,35.42323684692383,1764700,0.0,0.0,,,,,-0.04730837569277213,-0.009461675138554428,,,,,,,
35.29305884965972,36.12476114811425,34.83019949564861,35.148414611816406,844700,0.0,0.0,,,,,-0.1057573568772412,-0.028720811486291783,,,,,,,
35.148415995054215,35.72699296919691,34.71448602330668,35.54618835449219,440900,0.0,0.0,,,,,-0.11861426742795089,-0.04669950267462361,,,,,,,
35.437711340872774,35.98012528996776,34.84467231057105,35.329227447509766,504700,0.0,0.0,35.492669677734376,,,,-0.144643038730635,-0.0662882098858259,,,,,,,
35.43770286994684,36.72503078524461,35.43770286994684,36.23324203491211,1788600,0.0,0.0,35.53606185913086,,,,-0.09127247322080478,-0.07128506255282169,,,,,,,
36.81181314706457,36.884133874647766,36.09944266904856,36.77565002441406,585400,0.0,0.0,35.80654449462891,,,,-0.005148772040918459,-0.05805780445044104,,,,,,,
35.813772503574874,37.954498126396906,35.56787815778728,37.33976364135742,1769000,0.0,0.0,36.24481430053711,,,,0.1073862541330115,-0.024968992733750535,,,,,,,
37.824321815388274,39.335848383627244,37.064943046213315,38.69218444824219,19663400,0.0,0.0,36.87401351928711,,,,0.30221636744945357,0.040468079302890286,,,,,,,
39.86379654197255,41.505502604236824,39.27075768797425,40.681034088134766,17414200,0.0,0.0,37.94437484741211,,,,0.6100716540853952,0.15438879425939128,,,,,,,
41.281301926750416,41.36808735035087,40.14584665654135,41.13665771484375,15066200,0.0,0.0,38.92505798339844,,,,0.8806624767531872,0.2996435307581505,,,,,,,
41.36809542254685,43.769180428603356,41.295771923051525,43.183372497558594,13309200,0.0,0.0,40.20660247802734,,,,1.2458984888404956,0.4888945223746195,,,,,,,
42.22871785699304,42.65541678214552,40.695495769520996,41.39701843261719,17000800,0.0,0.0,41.018053436279295,,,,1.3753526072173798,0.6661861393431716,,,,,,,
40.86183901110234,42.228721325985454,40.69549911256273,41.331932067871094,10764600,0.0,0.0,41.54600296020508,,,,1.4559111653708925,0.8241311445487158,73.75564114348995,1.7974563234911136,,,,73.08304121996036,
41.07880428670416,41.3680927482653,40.55808891829706,40.695499420166016,9179900,0.0,0.0,41.54889602661133,,,,1.4516657086614586,0.9496380573712645,69.78591520034016,1.648679880596122,,,,66.05428222249726,
40.49299985632872,40.796750263275065,39.849333156108514,40.290496826171875,9081900,0.0,0.0,41.37966384887695,,,,1.3994883979447224,1.0396081254859562,70.9136231629404,1.6233673478049337,,,,61.581435587748025,66.90625301006855
40.283271981697574,40.652112211771694,39.654072643872446,39.69746398925781,7346100,0.0,0.0,40.682482147216795,,,,1.295352690045931,1.0907570383979512,69.02605591286957,1.602187198907334,,,,55.03198388491464,60.88923389838664
40.44960097370249,42.18532605019771,40.44960097370249,42.16362762451172,9281700,0.0,0.0,40.8358039855957,,,,1.3957340329369856,1.1517524373057582,73.59464888256333,1.7075697071251672,,,,82.00962133870934,66.20768027045733
42.358914324920995,42.56141465555301,41.433195374763116,41.78757095336914,5727300,0.0,0.0,40.92693176269531,,,,1.4284757604905423,1.207097101942715,72.76906921785422,1.7070530143675373,,,,76.21538963187513,71.08566495183304
42.46014467783971,42.66264767284156,41.83094554492467,42.30826950073242,6681600,0.0,0.0,41.24948577880859,39.0588565826416,,,1.4793863911499159,1.2615549597841553,72.01263147186006,1.669858255920221,,44.624619053934566,33.49309411134864,82.18684204495776,80.13728433851408
42.63371356696678,42.70603428363576,42.091299915373966,42.17808532714844,6420700,0.0,0.0,41.6270034790039,39.36694679260254,,,1.4920294709401603,1.3076498620153565,70.17831720264033,1.6577184818246913,,44.905672894970905,33.828220690234176,80.59948226616704,79.66723798099999
42.20702195130458,42.38782653282397,41.621214113992515,41.78032302856445,5178800,0.0,0.0,42.043575286865234,39.68480110168457,,,1.4532015071173845,1.336760191035762,66.79436780003948,1.5420036568405362,,44.995544373297,34.37405783007214,70.33432310641302,77.70688247251262
41.57059935859484,42.24319278931374,41.41149040457456,41.86711883544922,4401700,0.0,0.0,41.984273529052736,40.02073631286621,,,1.4131439188354449,1.3520369365956988,63.27895750554905,1.439203445935197,,44.96027882191983,35.081193803812596,57.71714436762485,69.55031658006831
41.43318446779641,41.83095405205383,41.22345046121835,41.686309814453125,5687200,0.0,0.0,41.96402130126953,40.327742385864255,,,1.3512320526224357,1.3518759598010464,54.9536994046019,1.2842284615234993,,44.84118737714594,35.81429739458257,49.38478593735227,59.145417803796725
41.57783265593081,41.86711839975946,40.40260259690658,40.48577117919922,5431300,0.0,0.0,41.59952163696289,40.58556957244873,,,1.1915574850834787,1.3198122648575328,47.01198805257539,1.3015338264551681,,44.4373895488953,36.73374959600217,20.210856649072145,42.43759565134976
40.32666364734272,40.48577260531185,39.646839228595944,40.015682220458984,6260500,0.0,0.0,41.167041015625,40.774691581726074,,,1.015377351584121,1.2589252822028505,32.996842997158325,1.1734203023806182,,44.05590221466477,37.49348094878738,12.05686414978335,27.21750224540259
39.99398126444654,40.21094625598142,39.740855900799104,39.957820892333984,4009800,0.0,0.0,40.8025405883789,40.93380012512207,,,0.8611575131050344,1.1793717283832872,40.51476322671575,1.0292927043195266,,43.66023076101407,38.20736948923007,10.165473536109422,14.144398111654978
