Open,High,Low,Close,Volume,Dividends,Stock Splits,MA5,MA20,MA60,MA240,DIF,MACD,RSI,ATR,ADX,Bollinger_Upper,Bollinger_Lower,%K,%D
150.90705822451406,152.7383919445471,150.08252697238586,152.20895385742188,1272000,0.0,0.0,,,,,0.0,0.0,,,,,,,
151.48859141843235,153.31992539717376,150.23878255887968,152.51275634765625,1001400,0.0,0.0,,,,,0.024234956485912562,0.004846991297182513,,,,,,,
153.18980472532272,156.47925702794578,152.5128196789404,156.1581268310547,1930900,0.0,0.0,,,,,0.3337450611663826,0.07062660527102253,,,,,,,
155.2727732206986,156.21882760433994,155.15995125255637,155.9063720703125,1355000,0.0,0.0,,,,,0.5523523695472647,0.166971758126271,,,,,,,
155.8109043543453,158.85733597964128,155.01240979498604,158.1716766357422,1940400,0.0,0.0,154.9915771484375,,,,0.8980393443580112,0.3131852753726191,,,,,,,
157.89393235121628,157.96336838808776,155.91505165287307,156.1320343017578,1617700,0.0,0.0,155.77619323730468,,,,0.99593614020975,0.44973544834004525,,,,,,,
156.18410051735174,157.6161938773527,155.35956913990407,156.5486297607422,991300,0.0,0.0,156.58336791992187,,,,1.0945188956227128,0.5786921377965788,,,,,,,
156.52260719584538,159.6124381307308,155.9584575817548,158.24111938476562,1869400,0.0,0.0,156.99996643066407,,,,1.2942963646504495,0.721812983167353,,,,,,,
159.95090002837614,160.73204539526674,158.69240349921495,160.54977416992188,1918600,0.0,0.0,157.92864685058595,,,,1.620233551284059,0.9014970967906942,,,,,,,
159.7426114968999,160.4109216914512,158.6229737332364,159.37808227539062,1680000,0.0,0.0,158.16992797851563,,,,1.76366494465222,1.0739306663629995,,,,,,,
158.42331289698524,159.06558607165812,157.48594660566468,158.53614807128906,1408000,0.0,0.0,158.65075073242187,,,,1.7887783796459473,1.216900209019589,,,,,,,
158.19728868777014,159.48358308327897,156.30259944223744,158.2928924560547,2428100,0.25,0.0,158.99960327148438,,,,1.7686642026605455,1.3272530077477804,,,,,,,
154.72937606220648,155.46813309724465,151.6700710655841,153.59951782226562,4032200,0.0,0.0,158.07128295898437,,,,1.3583492589918365,1.3334722579965916,,,,,,,
153.4518063658235,156.60671582485585,153.4518063658235,155.04229736328125,2986600,0.0,0.0,156.96978759765625,,,,1.1364911980333545,1.2940760460039442,56.64584597940742,3.0030798502810296,,,,46.57271994796629,
154.1471279685013,154.99886187863714,152.91297912597656,152.91297912597656,2448700,0.0,0.0,155.67676696777343,,,,0.7798591689728482,1.1912326705977252,51.501378082789095,2.9654693692198486,,,,25.484890722680486,
153.62560884325632,154.39912492355683,152.9650825790643,153.20843505859375,1732600,0.0,0.0,154.61122436523436,,,,0.5151284608410833,1.0560118286463969,51.484106853610136,2.8515410091688613,,,,16.976035652305015,29.6778821076506
153.57347774354767,153.6864675699312,151.80047905121225,152.3306427001953,1532500,0.0,0.0,153.4187744140625,,,,0.23182463002979148,0.8911743889230759,40.741470746298624,2.7029329976281065,,,,7.28948913977281,16.58347183825277
152.09600481397115,152.77391737449017,149.85367355159315,150.72279357910156,1750000,0.0,0.0,152.8434295654297,,,,-0.12104040525181858,0.688731430088097,38.23312007925154,2.835887816993353,,,,7.989431139126392,10.751651977068072
150.9052852584517,151.24424147276065,150.00139317915017,150.1839141845703,1527400,0.0,0.0,151.8717529296875,,,,-0.4391097674407547,0.4631631905823267,30.325430221248055,2.650025110490156,,,,3.035754226118129,6.104891501672443
150.94009817063508,151.32251316690042,150.50553808610107,150.93141174316406,1678900,0.0,0.0,151.475439453125,155.07842788696288,,,-0.6236758753939569,0.24579537738706997,36.319600539464396,2.5701661104516558,,161.37415493557708,148.7827008383487,9.907164482501887,6.977449949248803
149.15835057117818,150.46203039999995,148.35007544293285,148.6368865966797,2335800,0.0,0.0,150.56112976074218,154.8998245239258,,,-0.9442105770666558,0.007794186496324795,31.059242287865146,2.5933597935075534,,161.71920002161886,148.0804490262327,2.316361248258223,5.086426652292746
149.76675973397573,150.21869257035482,147.71563607241768,148.09803771972656,1551800,0.0,0.0,149.71460876464843,154.6790885925293,,,-1.2275666146917104,-0.23927797374128223,24.297701653408325,2.511150932719064,,162.08442326383184,147.27375392122676,2.9378428245769164,5.053789518445676
149.58422931418298,149.88842658955323,147.43750206013783,147.5852508544922,1412100,0.0,0.0,149.08710021972655,154.25044479370118,,,-1.4764859198618012,-0.4867195629653861,13.858912266164609,2.5082936840700847,,162.26287503398976,146.2380145534126,1.138857745707553,2.1310206061808974
147.92419456043342,148.92369033646847,147.7069145997801,148.73248291015625,1182000,0.0,0.0,148.79681396484375,153.89175033569336,,,-1.5631650300718718,-0.7020086563866833,20.28283000383354,2.466267901590856,,162.22782294507633,145.5556777263104,10.750225301744976,4.942308624009815
147.75041684751156,148.81074442935486,145.9165729079354,146.6640167236328,1945300,0.0,0.0,147.9433349609375,153.31636734008788,,,-1.7782680169953267,-0.917260528508412,18.982931387494503,2.5378418909975347,,161.99033393478007,144.6424007453957,5.509274379817295,5.799452475756609
147.20285097189122,148.3848547089094,145.80356723366913,148.0458984375,1754300,0.0,0.0,147.82513732910155,152.912060546875,,,-1.81629525730213,-1.0970674742671558,24.732080975096565,2.495006450583158,,161.7849600392805,144.03916105446953,20.756274755492854,12.338591479018376
146.29028482960712,147.73301395133188,144.85622887194867,145.1343536376953,1338400,0.0,0.0,147.2324005126953,152.34134674072266,,,-2.0576501417741895,-1.2891840077685626,27.11481677349414,2.249781320231782,,161.68522675086,142.9974667305853,2.3669211911071377,9.544156775472429
